last,first,sex,ro,event,qt,time,time_m,time_s,time_f,date,comp,comploc
MURPHY,Ryan,Male,USA,Men Backstroke 100m,OQT,00:52:04,0,52,4,30/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
XU,Jiayu,Male,CHN,Men Backstroke 100m,OQT,00:52:05,0,52,5,26/09/2023,19th Asian Games 2023,CHN
CECCON,Thomas,Male,ITA,Men Backstroke 100m,OQT,00:52:16,0,52,16,24/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
CHRISTOU,Apostolos,Male,GRE,Men Backstroke 100m,OQT,00:52:23,0,52,23,23/06/2024,European Championships 2024,SRB
ARMSTRONG,Hunter,Male,USA,Men Backstroke 100m,OQT,00:52:33,0,52,33,30/06/2023,Phillips 66 National Championships (50m),USA
GONZALEZ,Hugo,Male,ESP,Men Backstroke 100m,OQT,00:52:70,0,52,70,13/02/2024,World Aquatics Championships - Doha 2024,QAT
MORGAN,Oliver,Male,GBR,Men Backstroke 100m,OQT,00:52:70,0,52,70,03/04/2024,British National Championships (50m),GBR
MAKRYGIANNIS,Evangelos,Male,GRE,Men Backstroke 100m,OQT,00:52:83,0,52,83,23/06/2024,European Championships 2024,SRB
NDOYE-BROUARD,Yohann,Male,FRA,Men Backstroke 100m,OQT,00:52:84,0,52,84,25/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
TOMAC,Mewen,Male,FRA,Men Backstroke 100m,OQT,00:52:86,0,52,86,24/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
COETZE,Pieter,Male,RSA,Men Backstroke 100m,OQT,00:52:89,0,52,89,11/04/2024,South African National Championships (50m),RSA
MASIUK,Ksawery,Male,POL,Men Backstroke 100m,OQT,00:52:92,0,52,92,25/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
MARSHALL,Jonathon,Male,GBR,Men Backstroke 100m,OQT,00:53:03,0,53,3,03/04/2024,British National Championships (50m),GBR
KOS,Hubert,Male,HUN,Men Backstroke 100m,OQT,00:53:08,0,53,8,13/04/2024,TYR Pro Swim Series San Antonio 2024,USA
KNEDLA,Miroslav,Male,CZE,Men Backstroke 100m,OQT,00:53:28,0,53,28,04/09/2023,World Aquatics Junior Swimming Championships 2023,ISR
MITYUKOV,Roman,Male,SUI,Men Backstroke 100m,OQT,00:53:32,0,53,32,24/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
LAMBERTI,Michele,Male,ITA,Men Backstroke 100m,OQT,00:53:35,0,53,35,21/06/2024,60th International Trophy Sette Colli,ITA
JASZO,Adam,Male,HUN,Men Backstroke 100m,OQT,00:53:35,0,53,35,15/12/2023,16th Gyor Open,HUN
WOODWARD,Bradley,Male,AUS,Men Backstroke 100m,OQT,00:53:38,0,53,38,30/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
COOPER,Isaac,Male,AUS,Men Backstroke 100m,OQT,00:53:46,0,53,46,14/06/2023,Australian Swimming Trials,AUS
BRAUNSCHWEIG,Ole,Male,GER,Men Backstroke 100m,OQT,00:53:47,0,53,47,22/04/2023,Berlin Swim Open 2023,GER
TIERNEY,Blake,Male,CAN,Men Backstroke 100m,OQT,00:53:48,0,53,48,14/05/2024,Bell Canadian Olympic & Paralympic Trials 2024,CAN
LEE,Juho,Male,KOR,Men Backstroke 100m,OQT,00:53:54,0,53,54,26/09/2023,19th Asian Games 2023,CHN
ACEVEDO,Javier,Male,CAN,Men Backstroke 100m,OQT,00:53:55,0,53,55,14/05/2024,Bell Canadian Olympic & Paralympic Trials 2024,CAN
MARAANA,Adam,Male,ISR,Men Backstroke 100m,OQT,00:53:60,0,53,60,06/06/2024,Israel Olympic Trials,ISR
BOLLIN,Thierry,Male,SUI,Men Backstroke 100m,OQT,00:53:67,0,53,67,07/04/2024,Swiss National Championships (50m),SUI
ULRICH,Marek,Male,GER,Men Backstroke 100m,OQT,00:53:71,0,53,71,28/04/2024,German National Championships (50m),GER
COSTA,Joao,Male,POR,Men Backstroke 100m,OQT,00:53:71,0,53,71,24/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
MATSUYAMA,Riku,Male,JPN,Men Backstroke 100m,OQT,00:53:72,0,53,72,19/03/2024,Japan Selection Trial for Olympic Games 2024,JPN
ZHELTIAKOV,Oleksandr,Male,UKR,Men Backstroke 100m,OQT,00:53:73,0,53,73,05/09/2023,World Aquatics Junior Swimming Championships 2023,ISR
van WESTERING,Kai,Male,NED,Men Backstroke 100m,OCT,00:53:80,0,53,80,12/02/2024,World Aquatics Championships - Doha 2024,QAT
SARAVIA,Ulises,Male,ARG,Men Backstroke 100m,OCT,00:53:95,0,53,95,04/09/2023,World Aquatics Junior Swimming Championships 2023,ISR
SAKA,Berke,Male,TUR,Men Backstroke 100m,U,00:54:46,0,54,46,05/08/2023,TUR Arena Championships,TUR
FOLLOWS,Kane,Male,NZL,Men Backstroke 100m,U,00:54:46,0,54,46,10/04/2024,2024 Apollo Championships,NZL
NATARAJ,Srihari,Male,IND,Men Backstroke 100m,U,00:54:48,0,54,48,24/09/2023,19th Asian Games 2023,CHN
REITSHAMMER,Bernhard,Male,AUT,Men Backstroke 100m,U,00:54:53,0,54,53,21/04/2023,ATUS Graz Trophy 2023,AUT
RINCON VELASCO,Anthony,Male,COL,Men Backstroke 100m,U,00:54:81,0,54,81,15/06/2024,Colombian National Championships (50m),COL
PANTSKHAVA,Noe,Male,GEO,Men Backstroke 100m,U,00:55:06,0,55,6,17/06/2024,French Elite Championships,FRA
MORALES,Yeziel,Male,PUR,Men Backstroke 100m,U,00:55:08,0,55,8,11/04/2024,Puerto Rico International Swimming Open (50m),PUR
WILSON,Maximillian,Male,ISV,Men Backstroke 100m,U,00:55:15,0,55,15,19/06/2024,36th CCCAN Swimming Championships 2024,MEX
HARVEY,Jack,Male,BER,Men Backstroke 100m,U,00:55:19,0,55,19,27/05/2024,AP Race London International 2024,GBR
AL BAWWAB,Yazan,Male,PLE,Men Backstroke 100m,U,00:57:10,0,57,10,05/07/2023,13th Pan Arab Games 2023,ALG
KPADE,Alexis Michel Roger Dodji,Male,BEN,Men Backstroke 100m,U,00:58:03,0,58,3,12/02/2024,World Aquatics Championships - Doha 2024,QAT
GRESHAM,Zackary,Male,GRN,Men Backstroke 100m,U,00:58:80,0,58,80,11/04/2024,Puerto Rico International Swimming Open (50m),PUR
UHI,Alan Koti Lopeti,Male,TGA,Men Backstroke 100m,U,00:59:38,0,59,38,19/04/2024,Australian National Championships (50m),AUS
CHAN,Zeke,Male,BRU,Men Backstroke 100m,U,00:59:61,0,59,61,24/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
KOS,Hubert,Male,HUN,Men Backstroke 200m,OQT,01:54:14,1,54,14,28/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
MURPHY,Ryan,Male,USA,Men Backstroke 200m,OQT,01:54:33,1,54,33,20/06/2024,US Olympic Team Trials 2024,USA
GONZALEZ,Hugo,Male,ESP,Men Backstroke 200m,OQT,01:54:51,1,54,51,20/06/2024,Spanish Summer Open Championships - Spanish Trials,ESP
JONES,Keaton,Male,USA,Men Backstroke 200m,OQT,01:54:61,1,54,61,20/06/2024,US Olympic Team Trials 2024,USA
MITYUKOV,Roman,Male,SUI,Men Backstroke 200m,OQT,01:55:34,1,55,34,28/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
XU,Jiayu,Male,CHN,Men Backstroke 200m,OQT,01:55:37,1,55,37,29/09/2023,19th Asian Games 2023,CHN
SISKOS,Apostolos,Male,GRE,Men Backstroke 200m,OQT,01:55:42,1,55,42,19/06/2024,European Championships 2024,SRB
TOMAC,Mewen,Male,FRA,Men Backstroke 200m,OQT,01:55:54,1,55,54,20/06/2024,French Elite Championships,FRA
WOODWARD,Bradley,Male,AUS,Men Backstroke 200m,OQT,01:55:56,1,55,56,03/12/2023,Japan Open (50m) 2023,JPN
TELEGDY,Adam,Male,HUN,Men Backstroke 200m,OQT,01:55:57,1,55,57,12/04/2024,Hungarian National Championships (50m),HUN
ZHELTIAKOV,Oleksandr,Male,UKR,Men Backstroke 200m,OQT,01:55:79,1,55,79,07/07/2023,European Junior Swimming Championships 2023,SRB
COETZE,Pieter,Male,RSA,Men Backstroke 200m,OQT,01:55:85,1,55,85,10/04/2024,South African National Championships (50m),RSA
MARTENS,Lukas,Male,GER,Men Backstroke 200m,OQT,01:56:00,1,56,0,28/04/2024,German National Championships (50m),GER
LEE,Juho,Male,KOR,Men Backstroke 200m,OQT,01:56:05,1,56,5,23/11/2023,Korean National Trials 2024,KOR
NDOYE-BROUARD,Yohann,Male,FRA,Men Backstroke 200m,OQT,01:56:23,1,56,23,17/12/2023,15th Hortillons Meet,FRA
MORGAN,Oliver,Male,GBR,Men Backstroke 200m,OQT,01:56:27,1,56,27,07/04/2024,British National Championships (50m),GBR
TAKEHARA,Hidekazu,Male,JPN,Men Backstroke 200m,OQT,01:56:28,1,56,28,22/03/2024,Japan Selection Trial for Olympic Games 2024,JPN
CHRISTOU,Apostolos,Male,GRE,Men Backstroke 200m,OQT,01:56:34,1,56,34,17/05/2024,Greek National Championships (50m),GRE
GREENBANK,Luke,Male,GBR,Men Backstroke 200m,OQT,01:56:39,1,56,39,07/04/2024,British National Championships (50m),GBR
MASIUK,Ksawery,Male,POL,Men Backstroke 200m,OQT,01:56:48,1,56,48,23/11/2023,Polish National Championships (50m),POL
CECCON,Thomas,Male,ITA,Men Backstroke 200m,OQT,01:56:49,1,56,49,13/10/2023,World Aquatics Swimming World Cup 2023,GRE
TIERNEY,Blake,Male,CAN,Men Backstroke 200m,OQT,01:56:74,1,56,74,17/05/2024,Bell Canadian Olympic & Paralympic Trials 2024,CAN
RESTIVO,Matteo,Male,ITA,Men Backstroke 200m,OQT,01:56:83,1,56,83,08/03/2024,Campionato Italiano Assoluto,ITA
van WESTERING,Kai,Male,NED,Men Backstroke 200m,OQT,01:56:91,1,56,91,15/02/2024,World Aquatics Championships - Doha 2024,QAT
LEE,Se-Bom,Male,AUS,Men Backstroke 200m,OQT,01:57:02,1,57,2,14/06/2024,Australian Olympic & Paralympic Trials,AUS
FOLLOWS,Kane,Male,NZL,Men Backstroke 200m,OQT,01:57:13,1,57,13,12/04/2024,Apollo Projects New Zealand National Championships (50m) 2024,NZL
GERCHIK,David,Male,ISR,Men Backstroke 200m,OQT,01:57:48,1,57,48,18/06/2024,European Championships 2024,SRB
MORALES,Yeziel,Male,PUR,Men Backstroke 200m,OCT,01:57:97,1,57,97,21/06/2024,Mel Zajac Jr. International 2024,CAN
SALEEM,Ziyad,Male,SUD,Men Backstroke 200m,U,02:00:52,2,0,52,27/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
CYPRIANOS,Denilson,Male,ZIM,Men Backstroke 200m,U,02:01:96,2,1,96,10/03/2024,13th African Games,GHA
QIN,Haiyang,Male,CHN,Men Breaststroke 100m,OQT,00:57:69,0,57,69,24/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
PEATY,Adam,Male,GBR,Men Breaststroke 100m,OQT,00:57:94,0,57,94,02/04/2024,British National Championships (50m),GBR
FINK,Nic,Male,USA,Men Breaststroke 100m,OQT,00:58:36,0,58,36,30/06/2023,Phillips 66 National Championships (50m),USA
KAMMINGA,Arno,Male,NED,Men Breaststroke 100m,OQT,00:58:68,0,58,68,20/10/2023,World Aquatics Swimming World Cup 2023,HUN
MARTINENGHI,Nicolo,Male,ITA,Men Breaststroke 100m,OQT,00:58:72,0,58,72,24/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
SOMOV,Evgenii,Male,AIN,Men Breaststroke 100m,OQT,00:58:72,0,58,72,16/05/2024,Atlanta Classic 2024,USA
SUN,Jiajun,Male,CHN,Men Breaststroke 100m,OQT,00:58:73,0,58,73,20/04/2024,Chinese National Championships (50m),CHN
MATZERATH,Lucas,Male,GER,Men Breaststroke 100m,OQT,00:58:74,0,58,74,23/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
WILLIAMSON,Sam,Male,AUS,Men Breaststroke 100m,OQT,00:58:80,0,58,80,10/06/2024,Australian Olympic & Paralympic Trials,AUS
IMOUDU,Melvin,Male,GER,Men Breaststroke 100m,OQT,00:59:07,0,59,7,14/04/2024,Eindhoven Qualification Meet 2024,NED
SWANSON,Charlie,Male,USA,Men Breaststroke 100m,OQT,00:59:16,0,59,16,16/06/2024,US Olympic Team Trials 2024,USA
CORBEAU,Caspar,Male,NED,Men Breaststroke 100m,OQT,00:59:18,0,59,18,25/05/2024,AP Race London International 2024,GBR
OGRETIR,Berkay,Male,TUR,Men Breaststroke 100m,OQT,00:59:23,0,59,23,18/06/2024,European Championships 2024 (until 3),SRB
VIBERTI,Ludovico Blu Art,Male,ITA,Men Breaststroke 100m,OQT,00:59:27,0,59,27,21/06/2024,60th International Trophy Sette Colli,ITA
SIDLAUSKAS,Andrius,Male,LTU,Men Breaststroke 100m,OQT,00:59:27,0,59,27,18/06/2024,European Championships 2024,SRB
CHOI,Dongyeol,Male,KOR,Men Breaststroke 100m,OQT,00:59:28,0,59,28,25/09/2023,19th Asian Games 2023,CHN
SHYMANOVICH,Ilya,Male,AIN,Men Breaststroke 100m,OQT,00:59:35,0,59,35,12/02/2024,World Aquatics Championships - Doha 2024,QAT
TANIGUCHI,Taku,Male,JPN,Men Breaststroke 100m,OQT,00:59:43,0,59,43,18/03/2024,Japan Selection Trial for Olympic Games 2024,JPN
PETRASHOV,Denis,Male,KGZ,Men Breaststroke 100m,OQT,00:59:46,0,59,46,01/12/2023,Toyota US Open 2023,USA
WILBY,James,Male,GBR,Men Breaststroke 100m,OQT,00:59:47,0,59,47,02/04/2024,British National Championships (50m),GBR
YONG,Joshua,Male,AUS,Men Breaststroke 100m,OQT,00:59:48,0,59,48,10/06/2024,Australian Olympic & Paralympic Trials,AUS
KALUSOWSKI,Jan,Male,POL,Men Breaststroke 100m,OCT,00:59:58,0,59,58,18/06/2024,LEN Championships 2024,SRB
REITSHAMMER,Bernhard,Male,AUT,Men Breaststroke 100m,OCT,00:59:68,0,59,68,22/04/2023,ATUS Graz Trophy 2023,AUT
POLONSKY,Ron,Male,ISR,Men Breaststroke 100m,U,01:00:07,1,0,7,17/06/2024,LEN Championships 2024,SRB
de LARA OJEDA,Miguel Alejandro,Male,MEX,Men Breaststroke 100m,U,01:00:14,1,0,14,05/04/2023,National Qualifier - Nuevo Leon 2023,MEX
McKEE,Anton,Male,ISL,Men Breaststroke 100m,U,01:00:21,1,0,21,12/04/2024,ISL Championship 2024,ISL
EPITROPOV,Lyubomir,Male,BUL,Men Breaststroke 100m,U,01:00:34,1,0,34,18/06/2024,European Championships 2024,SRB
PERSSON,Erik,Male,SWE,Men Breaststroke 100m,U,01:01:03,1,1,3,23/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
GRAND'PIERRE,Alexandre,Male,HAI,Men Breaststroke 100m,U,01:01:85,1,1,85,11/02/2024,World Aquatics Championships - Doha 2024,QAT
WUILLIEZ,Jadon,Male,ANT,Men Breaststroke 100m,U,01:02:10,1,2,10,23/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
ROBINSON,Adrian,Male,BOT,Men Breaststroke 100m,U,01:02:22,1,2,22,09/04/2024,Hungarian National Championships (50m),HUN
RAHARVEL,Jonathan,Male,MAD,Men Breaststroke 100m,U,01:02:92,1,2,92,11/03/2023,65th Malaysia Open Swimming Championships 2023,MAS
LIMTIACO,Tasi,Male,FSM,Men Breaststroke 100m,U,01:03:53,1,3,53,23/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
AL-OBAIDLY,Abdulaziz,Male,QAT,Men Breaststroke 100m,U,01:03:65,1,3,65,13/10/2023,World Aquatics Swimming World Cup 2023,GRE
INSIXIENGMAY,Steven,Male,LAO,Men Breaststroke 100m,U,01:04:36,1,4,36,16/05/2024,Atlanta Classic 2024,USA
MASEI,Micah,Male,ASA,Men Breaststroke 100m,U,01:04:64,1,4,64,22/04/2024,XIII OSA Championships,AUS
LAWRENCE,Matthew,Male,MOZ,Men Breaststroke 100m,U,01:04:75,1,4,75,11/02/2024,World Aquatics Championships - Doha 2024,QAT
NG CHIU HING NING,Chadd,Male,SWZ,Men Breaststroke 100m,U,01:08:87,1,8,87,25/05/2024,AP Race London International 2024,GBR
QIN,Haiyang,Male,CHN,Men Breaststroke 200m,OQT,02:05:48,2,5,48,28/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
STUBBLETY-COOK,Zac,Male,AUS,Men Breaststroke 200m,OQT,02:06:40,2,6,40,28/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
FALLON,Matthew,Male,USA,Men Breaststroke 200m,OQT,02:06:54,2,6,54,19/06/2024,US Olympic Team Trials 2024,USA
MARCHAND,Leon,Male,FRA,Men Breaststroke 200m,OQT,02:06:59,2,6,59,11/06/2023,French Elite Championships,FRA
WATANABE,Ippei,Male,JPN,Men Breaststroke 200m,OQT,02:06:94,2,6,94,21/03/2024,Japan Selection Trial for Olympic Games 2024,JPN
HANAGURUMA,Yu,Male,JPN,Men Breaststroke 200m,OQT,02:07:07,2,7,7,21/03/2024,Japan Selection Trial for Olympic Games 2024,JPN
DONG,Zhihao,Male,CHN,Men Breaststroke 200m,OQT,02:07:94,2,7,94,16/02/2024,World Aquatics Championships - Doha 2024,QAT
CORBEAU,Caspar,Male,NED,Men Breaststroke 200m,OQT,02:07:99,2,7,99,01/12/2023,Rotterdam Qualification Meet 2023,NED
YONG,Joshua,Male,AUS,Men Breaststroke 200m,OQT,02:08:08,2,8,8,14/06/2024,Australian Olympic & Paralympic Trials,AUS
KAMMINGA,Arno,Male,NED,Men Breaststroke 200m,OQT,02:08:30,2,8,30,01/12/2023,Rotterdam Qualification Meet 2023,NED
MATHENY,Josh,Male,USA,Men Breaststroke 200m,OQT,02:08:32,2,8,32,28/06/2023,Phillips 66 National Championships (50m),USA
MATTSSON,Matti,Male,FIN,Men Breaststroke 200m,OQT,02:09:15,2,9,15,15/02/2024,World Aquatics Championships - Doha 2024,QAT
McKEE,Anton,Male,ISL,Men Breaststroke 200m,OQT,02:09:19,2,9,19,27/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
PERSSON,Erik,Male,SWE,Men Breaststroke 200m,OQT,02:09:35,2,9,35,21/04/2023,Bergen Swim Festival 2023,NOR
EPITROPOV,Lyubomir,Male,BUL,Men Breaststroke 200m,OQT,02:09:45,2,9,45,20/06/2024,European Championships 2024,SRB
CHO,Sung Jae,Male,KOR,Men Breaststroke 200m,OQT,02:09:53,2,9,53,25/03/2024,KB Financial Group Korea Swimming Championships 2024,KOR
de LARA OJEDA,Miguel Alejandro,Male,MEX,Men Breaststroke 200m,OQT,02:09:60,2,9,60,09/04/2023,National Qualifier - Nuevo Leon 2023,MEX
SAVICKAS,Aleksas,Male,LTU,Men Breaststroke 200m,OQT,02:09:66,2,9,66,27/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
KALUSOWSKI,Jan,Male,POL,Men Breaststroke 200m,OCT,02:10:20,2,10,20,20/06/2024,LEN Championships 2024,SRB
PETRASHOV,Denis,Male,KGZ,Men Breaststroke 200m,U,02:10:61,2,10,61,02/12/2023,Toyota US Open 2023,USA
AL-WIR,Amro,Male,JOR,Men Breaststroke 200m,U,02:12:90,2,12,90,27/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
BOBROVS,Daniils,Male,LAT,Men Breaststroke 200m,U,02:13:34,2,13,34,19/06/2024,European Championships 2024 (until 3),SRB
HORREGO,Julio,Male,HON,Men Breaststroke 200m,U,02:14:15,2,14,15,13/04/2024,TYR Pro Swim Series San Antonio 2024,USA
CHRISTIANSON,Bernhard Tyler,Male,PAN,Men Breaststroke 200m,U,02:15:33,2,15,33,18/06/2024,36th CCCAN Swimming Championships 2024,MEX
GHALI,Saud,Male,BRN,Men Breaststroke 200m,U,02:21:94,2,21,94,15/02/2024,World Aquatics Championships - Doha 2024,QAT
LIENDO,Josh,Male,CAN,Men Butterfly 100m,OQT,00:50:06,0,50,6,19/05/2024,Bell Canadian Olympic & Paralympic Trials 2024,CAN
GROUSSET,Maxime,Male,FRA,Men Butterfly 100m,OQT,00:50:14,0,50,14,29/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
PONTI,Noe,Male,SUI,Men Butterfly 100m,OQT,00:50:16,0,50,16,06/04/2024,Swiss National Championships (50m),SUI
DRESSEL,Caeleb,Male,USA,Men Butterfly 100m,OQT,00:50:19,0,50,19,22/06/2024,US Olympic Team Trials 2024,USA
TEMPLE,Matthew,Male,AUS,Men Butterfly 100m,OQT,00:50:25,0,50,25,03/12/2023,Japan Open (50m) 2023,JPN
MILAK,Kristof,Male,HUN,Men Butterfly 100m,OQT,00:50:75,0,50,75,02/06/2024,Mare Nostrum - 41st Meeting International de Natation de Monte Carlo 2024,MON
KORSTANJE,Nyls,Male,NED,Men Butterfly 100m,OQT,00:50:78,0,50,78,28/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
HEILMAN,Thomas,Male,USA,Men Butterfly 100m,OQT,00:50:80,0,50,80,22/06/2024,US Olympic Team Trials 2024,USA
KOS,Hubert,Male,HUN,Men Butterfly 100m,OQT,00:50:84,0,50,84,12/04/2024,TYR Pro Swim Series San Antonio 2024,USA
MATSUMOTO,Katsuhiro,Male,JPN,Men Butterfly 100m,OQT,00:50:96,0,50,96,08/04/2023,Japan National Championships 2023 (50m),JPN
COHEN GROUMI,Gal,Male,ISR,Men Butterfly 100m,OQT,00:50:98,0,50,98,28/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
MAJERSKI,Jakub,Male,POL,Men Butterfly 100m,OQT,00:50:98,0,50,98,20/06/2024,LEN Championships 2024,SRB
KHARUN,Ilya,Male,CAN,Men Butterfly 100m,OQT,00:51:09,0,51,9,19/05/2024,Bell Canadian Olympic & Paralympic Trials 2024,CAN
FRANKEL,Tomer,Male,ISR,Men Butterfly 100m,OQT,00:51:14,0,51,14,08/06/2023,Israel Adults Championships - Criteria Competition,ISR
MATOS RIBEIRO,Diogo,Male,POR,Men Butterfly 100m,OQT,00:51:17,0,51,17,17/02/2024,World Aquatics Championships - Doha 2024,QAT
SECCHI,Clement,Male,FRA,Men Butterfly 100m,OQT,00:51:17,0,51,17,21/06/2024,French Elite Championships,FRA
WANG,Changhao,Male,CHN,Men Butterfly 100m,OQT,00:51:20,0,51,20,26/04/2024,Chinese National Championships (50m),CHN
BUCHER,Simon,Male,AUT,Men Butterfly 100m,OQT,00:51:20,0,51,20,12/03/2023,Edinburgh International Swim Meet,GBR
ARMBRUSTER,Ben,Male,AUS,Men Butterfly 100m,OQT,00:51:23,0,51,23,15/06/2024,Australian Olympic & Paralympic Trials,AUS
MIZUNUMA,Naoki,Male,JPN,Men Butterfly 100m,OQT,00:51:23,0,51,23,24/03/2024,Japan Selection Trial for Olympic Games 2024,JPN
GRACIK,Daniel,Male,CZE,Men Butterfly 100m,OQT,00:51:40,0,51,40,20/06/2024,European Championships 2024,SRB
GUY,James,Male,GBR,Men Butterfly 100m,OQT,00:51:43,0,51,43,28/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
MOTA,Kayky,Male,BRA,Men Butterfly 100m,OQT,00:51:43,0,51,43,28/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
MILADINOV,Josif,Male,BUL,Men Butterfly 100m,OQT,00:51:47,0,51,47,28/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
le CLOS,Chad,Male,RSA,Men Butterfly 100m,OQT,00:51:48,0,51,48,17/02/2024,World Aquatics Championships - Doha 2024,QAT
MOLLA YANES,Mario,Male,ESP,Men Butterfly 100m,OQT,00:51:48,0,51,48,16/02/2024,World Aquatics Championships - Doha 2024,QAT
WINKLER,Kaii,Male,GER,Men Butterfly 100m,OQT,00:51:51,0,51,51,22/06/2024,2024 U.S. Olympic Trials,USA
SUN,Jiajun,Male,CHN,Men Butterfly 100m,OQT,00:51:52,0,51,52,25/04/2024,Chinese National Championships (50m),CHN
SATES,Matthew,Male,RSA,Men Butterfly 100m,OQT,00:51:66,0,51,66,20/10/2023,World Aquatics Swimming World Cup 2023,HUN
MUSSIN,Adilbek,Male,KAZ,Men Butterfly 100m,OCT,00:51:68,0,51,68,28/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
GRAY,Cameron,Male,NZL,Men Butterfly 100m,U,00:52:53,0,52,53,11/04/2024,2024 Apollo Championships,NZL
HATCH,Jarod,Male,PHI,Men Butterfly 100m,U,00:52:87,0,52,87,28/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
KURNIAWAN,Joe,Male,INA,Men Butterfly 100m,U,00:53:17,0,53,17,09/05/2023,32nd Southeast Asian Games 2023,CAM
SSENGONZI,Jesse Ssuubi,Male,UGA,Men Butterfly 100m,U,00:54:06,0,54,6,13/04/2023,TYR Pro Swim Series Westmont 2023,USA
KIRLEW,Josh,Male,JAM,Men Butterfly 100m,U,00:54:24,0,54,24,21/06/2024,60th International Trophy Sette Colli,ITA
MILJENIC,Nikola,Male,CRO,Men Butterfly 100m,U,00:54:61,0,54,61,14/04/2023,Malmsten Swim Open Stockholm 2023,SWE
MILENKOVIC,Milos,Male,MNE,Men Butterfly 100m,U,00:54:74,0,54,74,07/05/2023,Golden Orlando 2023,CRO
PEYRE MITILLA,Oscar Cyusa,Male,RWA,Men Butterfly 100m,U,00:58:99,0,58,99,02/05/2024,16th Africa Aquatics Swimming & Open Water Championships,ANG
AL-ZINKEE,Hasan Ali Khaleel,Male,IRQ,Men Butterfly 100m,U,00:59:59,0,59,59,06/07/2023,13th Pan Arab Games 2023,ALG
NASSER,Yusuf Marwan Abdullah,Male,YEM,Men Butterfly 100m,U,01:12:93,1,12,93,16/02/2024,World Aquatics Championships - Doha 2024,QAT
MARCHAND,Leon,Male,FRA,Men Butterfly 200m,OQT,01:52:43,1,52,43,26/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
MILAK,Kristof,Male,HUN,Men Butterfly 200m,OQT,01:52:58,1,52,58,20/04/2023,Hungarian National Championships (50m),HUN
HONDA,Tomoru,Male,JPN,Men Butterfly 200m,OQT,01:53:15,1,53,15,29/09/2023,19th Asian Games 2023,CHN
CHMIELEWSKI,Krzysztof,Male,POL,Men Butterfly 200m,OQT,01:53:62,1,53,62,26/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
KHARUN,Ilya,Male,CAN,Men Butterfly 200m,OQT,01:53:82,1,53,82,26/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
HEILMAN,Thomas,Male,USA,Men Butterfly 200m,OQT,01:53:82,1,53,82,26/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
TERAKADO,Genki,Male,JPN,Men Butterfly 200m,OQT,01:54:07,1,54,7,21/03/2024,Japan Selection Trial for Olympic Games 2024,JPN
CARINI,Giacomo,Male,ITA,Men Butterfly 200m,OQT,01:54:34,1,54,34,22/06/2024,60th International Trophy Sette Colli,ITA
WANG,Kuan-Hung,Male,TPE,Men Butterfly 200m,OQT,01:54:53,1,54,53,29/09/2023,19th Asian Games 2023,CHN
MARTON,Richard,Male,HUN,Men Butterfly 200m,OQT,01:54:54,1,54,54,25/07/2023,World Aquatics Championships - Fukuoka 2023,JPN
PONTI,Noe,Male,SUI,Men Butterfly 200m,OQT,01:54:59,1,54,59,07/04/2024,Swiss National Championships (50m),SUI
URLANDO,Luca,Male,USA,Men Butterfly 200m,OQT,01:54:64,1,54,64,18/06/2024,US Olympic Team Trials 2024,USA
RAZZETTI,Alberto,Male,ITA,Men Butterfly 200m,OQT,01:54:65,1,54,65,14/02/2024,World Aquatics Championships - Doha 2024,QAT
ESPERNBERGER,Martin,Male,AUT,Men Butterfly 200m,OQT,01:54:69,1,54,69,02/12/2023,Toyota US Open 2023,USA
